"speciesName";"nederNaam";"group";"family";"genus"
"Phycitodes maritima";"smalle weidemot";"micro";"Pyralidae";"Phycitodes"
"Homoeosoma nimbella";"zandblauwmot";"micro";"Pyralidae";"Homoeosoma"
"Homoeosoma nebulella";"kruiskruidmot";"micro";"Pyralidae";"Homoeosoma"
"Homoeosoma sinuella";"smalle weegbreemot";"micro";"Pyralidae";"Homoeosoma"
"Ancylosis oblitella";"levervlekmot";"micro";"Pyralidae";"Ancylosis"
"Nyctegretis lineana";"zomerduinmot";"micro";"Pyralidae";"Nyctegretis"
"Euzophera fuliginosella";"witbandberkenlichtmot";"micro";"Pyralidae";"Euzophera"
"Euzophera pinguis";"tweekleurige lichtmot";"micro";"Pyralidae";"Euzophera"
"Assara terebrella";"fijnsparkegelmot";"micro";"Pyralidae";"Assara"
"Eccopisa effractella";"geelpalpmot";"micro";"Pyralidae";"Eccopisa"
"Zophodia grossulariella";"kruisbeslichtmot";"micro";"Pyralidae";"Zophodia"
"Gymnancyla canella";"loogkruidlichtmot";"micro";"Pyralidae";"Gymnancyla"
"Apomyelois bistriatella";"koolzwammot";"micro";"Pyralidae";"Apomyelois"
"Myelois circumvoluta";"distelhermelijntje";"micro";"Pyralidae";"Myelois"
"Acrobasis suavella";"roodstreepmutsjeslichtmot";"micro";"Pyralidae";"Acrobasis"
"Acrobasis advenella";"mutsjeslichtmot";"micro";"Pyralidae";"Acrobasis"
"Acrobasis glaucella";"cr�me eikenlichtmot";"micro";"Pyralidae";"Acrobasis"
"Acrobasis consociella";"eikentopspinselmot";"micro";"Pyralidae";"Acrobasis"
"Acrobasis sodalella";"stoffige eikenlichtmot";"micro";"Pyralidae";"Acrobasis"
"Nephopterix angustella";"kraagvleugelmot";"micro";"Pyralidae";"Nephopterix"
"Pempeliella ornatella";"tijmlichtmot";"micro";"Pyralidae";"Pempeliella"
"Delplanqueia dilutella";"kleine tijmlichtmot";"micro";"Pyralidae";"Delplanqueia"
"Pima boisduvaliella";"kraslijnmot";"micro";"Pyralidae";"Pima"
"Etiella zinckenella";"peultjesmot";"micro";"Pyralidae";"Etiella"
"Matilella fusca";"grijze heidelichtmot";"micro";"Pyralidae";"Matilella"
"Hypochalcia ahenella";"ganzenvoetmot";"micro";"Pyralidae";"Hypochalcia"
"Epischnia prodromella";"monniksvleugeltje";"micro";"Pyralidae";"Epischnia"
"Dioryctria sylvestrella";"egale sparappelboorder";"micro";"Pyralidae";"Dioryctria"
"Dioryctria schuetzeella";"donkere sparappelboorder";"micro";"Pyralidae";"Dioryctria"
"Dioryctria simplicella";"kleine sparappelboorder";"micro";"Pyralidae";"Dioryctria"
"Dioryctria abietella";"sparappelboorder";"micro";"Pyralidae";"Dioryctria"
"Phycita roborella";"eikenlichtmot";"micro";"Pyralidae";"Phycita"
"Selagia spadicella";"rode heidelichtmot";"micro";"Pyralidae";"Selagia"
"Selagia argyrella";"goudlichtmot";"micro";"Pyralidae";"Selagia"
"Sciota adelphella";"bandlichtmot";"micro";"Pyralidae";"Sciota"
"Sciota hostilis";"grijze bandlichtmot";"micro";"Pyralidae";"Sciota"
"Sciota rhenella";"oranje bandlichtmot";"micro";"Pyralidae";"Sciota"
"Merulempista wolschrijni";"";"micro";"Pyralidae";"Merulempista"
"Salebriopsis albicilla";"geelkoplichtmot";"micro";"Pyralidae";"Salebriopsis"
"Rhodophaea formosa";"veelkleurige lichtmot";"micro";"Pyralidae";"Rhodophaea"
"Moitrelia obductella";"honinglichtmot";"micro";"Pyralidae";"Moitrelia"
"Pempelia palumbella";"heidelichtmot";"micro";"Pyralidae";"Pempelia"
"Oncocera semirubella";"prachtmot";"micro";"Pyralidae";"Oncocera"
"Cryptoblabes bistriga";"boslichtmot";"micro";"Pyralidae";"Cryptoblabes"
"Endotricha flammealis";"strooiselmot";"micro";"Pyralidae";"Endotricha"
"Aglossa pinguinalis";"vetmot";"micro";"Pyralidae";"Aglossa"
"Aglossa caprealis";"bliksemlichtmot";"micro";"Pyralidae";"Aglossa"
"Pyralis farinalis";"grote meelmot";"micro";"Pyralidae";"Pyralis"
"Hypsopygia glaucinalis";"tweelijnmot";"micro";"Pyralidae";"Hypsopygia"
"Synaphe punctalis";"pinokkiomot";"micro";"Pyralidae";"Synaphe"
"Lamoria anella";"witvlekhommelmot";"micro";"Pyralidae";"Lamoria"
"Aphomia sociella";"hommelnestmot";"micro";"Pyralidae";"Aphomia"
"Achroia grisella";"kleine wasmot";"micro";"Pyralidae";"Achroia"
"Galleria mellonella";"grote wasmot";"micro";"Pyralidae";"Galleria"
"Oidaematophorus lithodactyla";"pluimpjesvedermot";"micro";"Pterophoridae";"Oidaematophorus"
"Pterophorus pentadactyla";"sneeuwwitte vedermot";"micro";"Pterophoridae";"Pterophorus"
"Stenoptilia pterodactyla";"ereprijsvedermot";"micro";"Pterophoridae";"Stenoptilia"
"Stenoptilia bipunctidactyla";"tweevlekvedermot";"micro";"Pterophoridae";"Stenoptilia"
"Stenoptilia stigmatodactylus";"schuinstipvedermot";"micro";"Pterophoridae";"Stenoptilia"
"Stenoptilia zophodactylus";"duizendguldenkruidvedermot";"micro";"Pterophoridae";"Stenoptilia"
"Stenoptilia pneumonanthes";"gentiaanvedermot";"micro";"Pterophoridae";"Stenoptilia"
"Buszkoiana capnodactylus";"chocolaatje";"micro";"Pterophoridae";"Buszkoiana"
"Gillmeria pallidactyla";"lichte zandvedermot";"micro";"Pterophoridae";"Gillmeria"
"Gillmeria ochrodactyla";"zandvedermot";"micro";"Pterophoridae";"Gillmeria"
"Platyptilia isodactylus";"kruiskruidvedermot";"micro";"Pterophoridae";"Platyptilia"
"Platyptilia nemoralis";"moeraskruiskruidvedermot";"micro";"Pterophoridae";"Platyptilia"
"Platyptilia calodactyla";"guldenroedevedermot";"micro";"Pterophoridae";"Platyptilia"
"Platyptilia gonodactyla";"hoefbladvedermot";"micro";"Pterophoridae";"Platyptilia"
"Platyptilia farfarellus";"";"micro";"Pterophoridae";"Platyptilia"
"Cnaemidophorus rhododactyla";"rozenvedermot";"micro";"Pterophoridae";"Cnaemidophorus"
"Marasmarcha lunaedactyla";"stalkruidvedermot";"micro";"Pterophoridae";"Marasmarcha"
"Buckleria paludum";"zonnedauwvedermot";"micro";"Pterophoridae";"Buckleria"
"Crombrugghia distans";"streepzaadvedermot";"micro";"Pterophoridae";"Crombrugghia"
"Oxyptilus parvidactyla";"fraaie muizenoorvedermot";"micro";"Pterophoridae";"Oxyptilus"
"Oxyptilus chrysodactyla";"havikskruidvedermot";"micro";"Pterophoridae";"Oxyptilus"
"Oxyptilus pilosellae";"muizenoorvedermot";"micro";"Pterophoridae";"Oxyptilus"
"Agdistis bennetii";"lamsoorvedermot";"micro";"Pterophoridae";"Agdistis"
"Alucita grammodactyla";"duifkruidwaaiermot";"micro";"Alucitidae";"Alucita"
"Alucita hexadactyla";"waaiermot";"micro";"Alucitidae";"Alucita"
"Epermenia falciformis";"oranje borstelmot";"micro";"Epermeniidae";"Epermenia"
"Epermenia chaerophyllella";"mineerborstelmot";"micro";"Epermeniidae";"Epermenia"
"Phaulernis fulviguttella";"gevlekte borstelmot";"micro";"Epermeniidae";"Phaulernis"
"Phaulernis dentella";"grijze borstelmot";"micro";"Epermeniidae";"Phaulernis"
"Schreckensteinia festaliella";"gevorkte mot";"micro";"Schreckensteiniidae";"Schreckensteinia"
"Choreutis pariana";"skeletteermot";"micro";"Choreutidae";"Choreutis"
"Prochoreutis sehestediana";"zuidelijke glidkruidmot";"micro";"Choreutidae";"Prochoreutis"
"Prochoreutis myllerana";"glidkruidmot";"micro";"Choreutidae";"Prochoreutis"
"Anthophila fabriciana";"brandnetelmot";"micro";"Choreutidae";"Anthophila"
"Dichrorampha aeratana";"asgrauwe wortelmot";"micro";"Tortricidae";"Dichrorampha"
"Dichrorampha sedatana";"egale wortelmot";"micro";"Tortricidae";"Dichrorampha"
"Dichrorampha plumbana";"geelstipwortelmot";"micro";"Tortricidae";"Dichrorampha"
"Dichrorampha agilana";"kleine wortelmot";"micro";"Tortricidae";"Dichrorampha"
"Dichrorampha vancouverana";"haakjeswortelmot";"micro";"Tortricidae";"Dichrorampha"
"Dichrorampha sylvicolana";"oranje wortelmot";"micro";"Tortricidae";"Dichrorampha"
"Dichrorampha simpliciana";"bleke vlekwortelmot";"micro";"Tortricidae";"Dichrorampha"
"Dichrorampha consortana";"zilverwortelmot";"micro";"Tortricidae";"Dichrorampha"
"Dichrorampha acuminatana";"margrietwortelmot";"micro";"Tortricidae";"Dichrorampha"
"Dichrorampha obscuratana";"gehoekte wortelmot";"micro";"Tortricidae";"Dichrorampha"
"Dichrorampha plumbagana";"loodlijnwortelmot";"micro";"Tortricidae";"Dichrorampha"
"Dichrorampha flavidorsana";"geelvlekwortelmot";"micro";"Tortricidae";"Dichrorampha"
"Dichrorampha alpinana";"brede geelvlekwortelmot";"micro";"Tortricidae";"Dichrorampha"
"Dichrorampha petiverella";"kommawortelmot";"micro";"Tortricidae";"Dichrorampha"
"Grapholita compositella";"sergeant-majoortje";"micro";"Tortricidae";"Grapholita"
"Grapholita orobana";"brede haakspiegelmot";"micro";"Tortricidae";"Grapholita"
"Grapholita lunulana";"slanke haakspiegelmot";"micro";"Tortricidae";"Grapholita"
"Grapholita discretana";"v-haakspiegelmot";"micro";"Tortricidae";"Grapholita"
"Grapholita jungiella";"gerekte haakspiegelmot";"micro";"Tortricidae";"Grapholita"
"Grapholita lathyrana";"oranje spiegelmot";"micro";"Tortricidae";"Grapholita"
"Grapholita lobarzewskii";"kleine fruitmot";"micro";"Tortricidae";"Grapholita"
"Grapholita funebrana";"pruimenmot";"micro";"Tortricidae";"Grapholita"
"Grapholita tenebrosana";"zwarte rozenbladroller";"micro";"Tortricidae";"Grapholita"
"Grapholita janthinana";"rookkleurige fruitmot";"micro";"Tortricidae";"Grapholita"
"Grapholita gemmiferana";"egaalvlakbladroller";"micro";"Tortricidae";"Grapholita"
"Cydia strobilella";"kegelbladroller";"micro";"Tortricidae";"Cydia"
"Cydia pomonella";"fruitmot";"micro";"Tortricidae";"Cydia"
"Cydia amplana";"oranje eikenbladroller";"micro";"Tortricidae";"Cydia"
"Cydia coniferana";"schors-sparspiegelmot";"micro";"Tortricidae";"Cydia"
"Cydia illutana";"doffe sparspiegelmot";"micro";"Tortricidae";"Cydia"
"Cydia indivisa";"sparspiegelmot";"micro";"Tortricidae";"Cydia"
"Cydia cosmophorana";"bandspiegelmot";"micro";"Tortricidae";"Cydia"
"Cydia zebeana";"dalmati�rbladroller";"micro";"Tortricidae";"Cydia"
"Cydia nigricana";"erwtenbladroller";"micro";"Tortricidae";"Cydia"
"Cydia conicolana";"breedlijnige kegelbladroller";"micro";"Tortricidae";"Cydia"
"Cydia fagiglandana";"beukenspiegelmot";"micro";"Tortricidae";"Cydia"
"Cydia splendana";"gewone spiegelmot";"micro";"Tortricidae";"Cydia"
"Cydia servillana";"wilgenspiegelmot";"micro";"Tortricidae";"Cydia"
"Cydia duplicana";"grote sparspiegelmot";"micro";"Tortricidae";"Cydia"
"Cydia pactolana";"c-spiegelmot";"micro";"Tortricidae";"Cydia"
"Cydia succedana";"scherpe spiegelmot";"micro";"Tortricidae";"Cydia"
"Pammene rhediella";"luciferbladroller";"micro";"Tortricidae";"Pammene"
"Pammene ochsenheimeriana";"sparrendwergbladroller";"micro";"Tortricidae";"Pammene"
"Pammene germmana";"haakjesdwergbladroller";"micro";"Tortricidae";"Pammene"
"Pammene insulana";"berkengaldwergbladroller";"micro";"Tortricidae";"Pammene"
"Pammene fasciana";"gewone dwergbladroller";"micro";"Tortricidae";"Pammene"
"Pammene gallicana";"pauwdwergbladroller";"micro";"Tortricidae";"Pammene"
"Pammene aurana";"oranje dwergbladroller";"micro";"Tortricidae";"Pammene"
"Pammene trauniana";"donkere maanmot";"micro";"Tortricidae";"Pammene"
"Pammene regiana";"maanmot";"micro";"Tortricidae";"Pammene"
"Pammene aurita";"morgenroodbladroller";"micro";"Tortricidae";"Pammene"
"Pammene populana";"populierendwergbladroller";"micro";"Tortricidae";"Pammene"
"Pammene spiniana";"sleedoorndwergbladroller";"micro";"Tortricidae";"Pammene"
"Pammene ignorata";"lindedwergbladroller";"micro";"Tortricidae";"Pammene"
"Pammene albuginana";"eikendwergbladroller";"micro";"Tortricidae";"Pammene"
"Pammene argyrana";"fruitdwergbladroller";"micro";"Tortricidae";"Pammene"
"Pammene giganteana";"grote dwergbladroller";"micro";"Tortricidae";"Pammene"
"Pammene agnotana";"meidoorndwergbladroller";"micro";"Tortricidae";"Pammene"
"Pammene obscurana";"grijze dwergbladroller";"micro";"Tortricidae";"Pammene"
"Pammene splendidulana";"prachtdwergbladroller";"micro";"Tortricidae";"Pammene"
"Pammene juniperana";"jeneverbesdwergbladroller";"micro";"Tortricidae";"Pammene"
"Pammene luedersiana";"gageldwergbladroller";"micro";"Tortricidae";"Pammene"
"Strophedra nitidana";"zwarte eikenbladroller";"micro";"Tortricidae";"Strophedra"
"Strophedra weirana";"beukenbladroller";"micro";"Tortricidae";"Strophedra"
"Cydia microgrammana";"stalkruidmot";"micro";"Tortricidae";"Cydia"
"Lathronympha strigana";"hertshooibladroller";"micro";"Tortricidae";"Lathronympha"
"Enarmonia formosana";"schorsboorder";"micro";"Tortricidae";"Enarmonia"
"Eucosmomorpha albersana";"roetvlekbladroller";"micro";"Tortricidae";"Eucosmomorpha"
"Gravitarmata margarotana";"dennenappelbladroller";"micro";"Tortricidae";"Gravitarmata"
"Clavigesta purdeyi";"kleine dennenbladroller";"micro";"Tortricidae";"Clavigesta"
"Clavigesta sylvestrana";"grote dennenlotbladroller";"micro";"Tortricidae";"Clavigesta"
"Retinia resinella";"harsbuilmot";"micro";"Tortricidae";"Retinia"
"Rhyacionia duplana";"rechte dennenlotboorder";"micro";"Tortricidae";"Rhyacionia"
"Rhyacionia pinivorana";"grijze dennenlotboorder";"micro";"Tortricidae";"Rhyacionia"
"Rhyacionia pinicolana";"rode dennenlotboorder";"micro";"Tortricidae";"Rhyacionia"
"Rhyacionia buoliana";"gewone dennenlotboorder";"micro";"Tortricidae";"Rhyacionia"
"Pseudococcyx turionella";"gewone dennenknopmot";"micro";"Tortricidae";"Pseudococcyx"
"Pseudococcyx posticana";"grijze dennenknopmot";"micro";"Tortricidae";"Pseudococcyx"
"Spilonota laricana";"bonte lariksbladroller";"micro";"Tortricidae";"Spilonota"
"Spilonota ocellana";"rode knopbladroller";"micro";"Tortricidae";"Spilonota"
"Thiodia citrana";"citroenbladroller";"micro";"Tortricidae";"Thiodia"
"Eucosma campoliliana";"zwartwit knoopvlekje";"micro";"Tortricidae";"Eucosma"
"Eucosma conterminana";"sladistelknoopvlekje";"micro";"Tortricidae";"Eucosma"
"Eucosma rubescana";"waddenknoopvlekje";"micro";"Tortricidae";"Eucosma"
"Eucosma tripoliana";"zeeasterknoopvlekje";"micro";"Tortricidae";"Eucosma"
"Eucosma wimmerana";"averuitknoopvlekje";"micro";"Tortricidae";"Eucosma"
"Eucosma aemulana";"guldenroedeknoopvlekje";"micro";"Tortricidae";"Eucosma"
"Eucosma lacteana";"melkwit knoopvlekje";"micro";"Tortricidae";"Eucosma"
"Eucosma metzneriana";"zalmkleurig knoopvlekje";"micro";"Tortricidae";"Eucosma"
"Eucosma pupillana";"prachtknoopvlekje";"micro";"Tortricidae";"Eucosma"
"Eucosma obumbratana";"tweekleurig knoopvlekje";"micro";"Tortricidae";"Eucosma"
"Eucosma cana";"distelknoopvlekje";"micro";"Tortricidae";"Eucosma"
"Eucosma hohenwartiana";"scherp distelknoopvlekje";"micro";"Tortricidae";"Eucosma"
"Eriopsela quadrana";"stuifmeelbladroller";"micro";"Tortricidae";"Eriopsela"
"Pelochrista caecimaculana";"knoopkruidknoopvlekje";"micro";"Tortricidae";"Pelochrista"
"Epiblema hepaticana";"gemarmerde kruiskruidzadelmot";"micro";"Tortricidae";"Epiblema"
"Epiblema cnicicolana";"heelblaadjeszadelmot";"micro";"Tortricidae";"Epiblema"
"Epiblema graphana";"duizendbladzadelmot";"micro";"Tortricidae";"Epiblema"
"Epiblema sticticana";"variabele zadelmot";"micro";"Tortricidae";"Epiblema"
"Epiblema costipunctana";"kruiskruidzadelmot";"micro";"Tortricidae";"Epiblema"
"Epiblema foenella";"hoefijzermot";"micro";"Tortricidae";"Epiblema"
"Epiblema turbidana";"hoefbladzadelmot";"micro";"Tortricidae";"Epiblema"
"Epiblema grandaevana";"grote zadelmot";"micro";"Tortricidae";"Epiblema"
"Notocelia incarnatana";"smalle hermelijnbladroller";"micro";"Tortricidae";"Notocelia"
"Notocelia roborana";"scherpe hermelijnbladroller";"micro";"Tortricidae";"Notocelia"
"Notocelia rosaecolana";"rozenhermelijnbladroller";"micro";"Tortricidae";"Notocelia"
"Notocelia trimaculana";"breedgehaakte hermelijnbladroller";"micro";"Tortricidae";"Notocelia"
"Notocelia uddmanniana";"bramenbladroller";"micro";"Tortricidae";"Notocelia"
"Notocelia cynosbatella";"hermelijnbladroller";"micro";"Tortricidae";"Notocelia"
"Gibberifera simplana";"witte populierenbladroller";"micro";"Tortricidae";"Gibberifera"
"Gypsonoma nitidulana";"grijze populierenbladroller";"micro";"Tortricidae";"Gypsonoma"
"Gypsonoma oppressana";"zwarte populierenbladroller";"micro";"Tortricidae";"Gypsonoma"
"Gypsonoma sociana";"witsnuitpopulierenbladroller";"micro";"Tortricidae";"Gypsonoma"
"Gypsonoma minutana";"rode populierenbladroller";"micro";"Tortricidae";"Gypsonoma"
"Gypsonoma aceriana";"populierenbladroller";"micro";"Tortricidae";"Gypsonoma"
"Gypsonoma dealbana";"loofboombladroller";"micro";"Tortricidae";"Gypsonoma"
"Zeiraphera griseana";"grijze lariksbladroller";"micro";"Tortricidae";"Zeiraphera"
"Zeiraphera isertana";"grootkopbladroller";"micro";"Tortricidae";"Zeiraphera"
"Zeiraphera rufimitrana";"roodkopbladroller";"micro";"Tortricidae";"Zeiraphera"
"Zeiraphera ratzeburgiana";"naaldboombladroller";"micro";"Tortricidae";"Zeiraphera"
"Crocidosema plebejana";"wereldbladroller";"micro";"Tortricidae";"Crocidosema"
"Rhopobota naevana";"topspinnertje";"micro";"Tortricidae";"Rhopobota"
"Rhopobota ustomaculana";"prachtbosbesbladroller";"micro";"Tortricidae";"Rhopobota"
"Rhopobota myrtillana";"bosbesbladroller";"micro";"Tortricidae";"Rhopobota"
"Rhopobota stagnana";"duifkruidbladroller";"micro";"Tortricidae";"Rhopobota"
"Epinotia subsequana";"pyramide-oogbladroller";"micro";"Tortricidae";"Epinotia"
"Epinotia pygmaeana";"witvleugeloogbladroller";"micro";"Tortricidae";"Epinotia"
"Epinotia nanana";"kleine oogbladroller";"micro";"Tortricidae";"Epinotia"
"Epinotia rubiginosana";"dennenoogbladroller";"micro";"Tortricidae";"Epinotia"
"Epinotia cruciana";"fraaie oogbladroller";"micro";"Tortricidae";"Epinotia"
"Epinotia granitana";"tweestreepoogbladroller";"micro";"Tortricidae";"Epinotia"
"Epinotia thapsiana";"gehoekte oogbladroller";"micro";"Tortricidae";"Epinotia"
"Epinotia fraternana";"gezoneerde oogbladroller";"micro";"Tortricidae";"Epinotia"
"Epinotia tedella";"sparrenoogbladroller";"micro";"Tortricidae";"Epinotia"
"Epinotia nigricana";"zwarte oogbladroller";"micro";"Tortricidae";"Epinotia"
"Epinotia tenerana";"v-oogbladroller";"micro";"Tortricidae";"Epinotia"
"Epinotia nisella";"variabele oogbladroller";"micro";"Tortricidae";"Epinotia"
"Epinotia tetraquetrana";"vierkantoogbladroller";"micro";"Tortricidae";"Epinotia"
"Epinotia immundana";"elzenoogbladroller";"micro";"Tortricidae";"Epinotia"
"Epinotia demarniana";"berkenoogbladroller";"micro";"Tortricidae";"Epinotia"
"Epinotia ramella";"gemarmerde oogbladroller";"micro";"Tortricidae";"Epinotia"
"Epinotia bilunana";"witte oogbladroller";"micro";"Tortricidae";"Epinotia"
"Epinotia subocellana";"wilgenoogbladroller";"micro";"Tortricidae";"Epinotia"
"Epinotia abbreviana";"oranje oogbladroller";"micro";"Tortricidae";"Epinotia"
"Epinotia caprana";"gageloogbladroller";"micro";"Tortricidae";"Epinotia"
"Epinotia maculana";"populierenoogbladroller";"micro";"Tortricidae";"Epinotia"
"Epinotia brunnichana";"witvlekoogbladroller";"micro";"Tortricidae";"Epinotia"
"Epinotia solandriana";"zadeloogbladroller";"micro";"Tortricidae";"Epinotia"
"Epinotia sordidana";"grauwe oogbladroller";"micro";"Tortricidae";"Epinotia"
"Epinotia trigonella";"tweevlekoogbladroller";"micro";"Tortricidae";"Epinotia"
"Ancylis apicella";"fijngestreepte haakbladroller";"micro";"Tortricidae";"Ancylis"
"Ancylis unculana";"purperrode haakbladroller";"micro";"Tortricidae";"Ancylis"
"Ancylis myrtillana";"bosbeshaakbladroller";"micro";"Tortricidae";"Ancylis"
"Ancylis paludana";"puntige haakbladroller";"micro";"Tortricidae";"Ancylis"
"Ancylis badiana";"bonte haakbladroller";"micro";"Tortricidae";"Ancylis"
"Ancylis achatana";"dwarsstreephaakbladroller";"micro";"Tortricidae";"Ancylis"
"Ancylis tineana";"bruine haakbladroller";"micro";"Tortricidae";"Ancylis"
"Ancylis obtusana";"rossige haakbladroller";"micro";"Tortricidae";"Ancylis"
"Ancylis diminutana";"lichte haakbladroller";"micro";"Tortricidae";"Ancylis"
"Ancylis geminana";"witrughaakbladroller";"micro";"Tortricidae";"Ancylis"
"Ancylis upupana";"zwarte haakbladroller";"micro";"Tortricidae";"Ancylis"
"Ancylis mitterbacheriana";"oranje haakbladroller";"micro";"Tortricidae";"Ancylis"
"Ancylis unguicella";"slanke haakbladroller";"micro";"Tortricidae";"Ancylis"
"Ancylis uncella";"heidehaakbladroller";"micro";"Tortricidae";"Ancylis"
"Ancylis comptana";"kleine haakbladroller";"micro";"Tortricidae";"Ancylis"
"Ancylis laetana";"witte haakbladroller";"micro";"Tortricidae";"Ancylis"
"Lobesia euphorbiana";"wolfsmelkbladroller";"micro";"Tortricidae";"Lobesia"
"Lobesia abscisana";"slangenkruidbladroller";"micro";"Tortricidae";"Lobesia"
"Lobesia artemisiana";"bijvoetbladroller";"micro";"Tortricidae";"Lobesia"
"Lobesia littoralis";"strandkruidbladroller";"micro";"Tortricidae";"Lobesia"
"Lobesia reliquana";"harlekijnbladroller";"micro";"Tortricidae";"Lobesia"
"Celypha rivulana";"roodbruine lijnbladroller";"micro";"Tortricidae";"Celypha"
"Celypha aurofasciana";"goudlijnbladroller";"micro";"Tortricidae";"Celypha"
"Celypha cespitana";"oranjegele lijnbladroller";"micro";"Tortricidae";"Celypha"
"Celypha rurestrana";"grauwe lijnbladroller";"micro";"Tortricidae";"Celypha"
"Celypha rufana";"smallijnbladroller";"micro";"Tortricidae";"Celypha"
"Celypha rosaceana";"roze lijnbladroller";"micro";"Tortricidae";"Celypha"
"Celypha striana";"paardenbloembladroller";"micro";"Tortricidae";"Celypha"
"Argyroploce externa";"eierdopmot";"micro";"Tortricidae";"Argyroploce"
"Phiaris umbrosana";"kalklijnbladroller";"micro";"Tortricidae";"Phiaris"
"Celypha siderana";"kristalbladroller";"micro";"Tortricidae";"Celypha"
"Olethreutes arcuella";"geisha";"micro";"Tortricidae";"Olethreutes"
"Pristerognatha fuligana";"springzaadbladroller";"micro";"Tortricidae";"Pristerognatha"
"Pristerognatha penthinana";"lichte springzaadbladroller";"micro";"Tortricidae";"Pristerognatha"
